SubTask,Instruction,molecule
MR,Please modify the molecule COC(=O)c1c(-c2ccc(F)cc2)csc1NC(=O)CSc1nnc(-c2csc(C)c2C)n1C(C)C to increase its MR value.,COC(=O)c1c(-c2ccc(C(=O)[OH])cc2)csc1NC(=O)CSc1nnc(-c2csc(C)c2C)n1C(C)C
QED,Please optimize the molecule O=C(Cc1ccsc1)CC1CC[NH2+]CC1 to have a higher QED value.,Cc1noc(C)c1C(CNC(=O)CC(O)c1ccc(Cl)cc1)Cc1ccccc1
LogP,Please optimize the molecule Cc1ccc(N2C(=O)C(=O)C(=C([O-])c3cccc([N+](=O)[O-])c3)C2c2ccccc2F)cc1 to have a lower LogP value.,Cc1ccc(N2C(=O)C(=O)C(=C([O-])c3cccc([N+](=O)[O-])c3)C2F)cc1
MR,Please modify the molecule O=C(CSc1ncccn1)NCCSCc1ccc(Cl)cc1 to decrease its MR value.,O=C(CSc1ncccn1)NCCSCc1ccccc1
QED,Please modify the molecule Cc1noc(C)c1C(C)CNC(=O)CC(O)c1ccc(Cl)cc1 to decrease its QED value.,CCOC(=O)c1[nH]cc(C2C(O[Si](C)(C)C(C)(C)C)CC(CO[Si](C)(C)C(C)(C)C)N2C(=O)OC(C)(C)C)c1NC(=[NH+]C=O)SC
LogP,Please optimize the molecule CCC1CCc2c(sc3ncn4nc(-c5ccc(F)cc5)nc4c23)C1 to have a lower LogP value.,Cc1[nH]c(C(F)NO)cc(=O)c1F
MR,Modify the molecule Cn1nccc1C(=O)Nc1nnc(-c2ccc(S(C)(=O)=O)cc2)o1 to decrease its MR value.,Cn1nccc1C(=O)Nc1nnc(S(C)(=O)=O)o1
QED,Modify the molecule CCOC(=O)c1[nH]cc(C2C(O[Si](C)(C)C(C)(C)C)CC(CO[Si](C)(C)C(C)(C)C)N2C(=O)OC(C)(C)C)c1NC(=[NH+]C(=O)c1ccccc1)SC to decrease its QED value.,CCOC(=O)c1[nH]cc(C2C(O[Si](C)(C)C(C)(C)C)CC(CO[Si](C)(C)C(C)(C)C)N2C(=O)OC(C)(C)C)c1NC(=[NH+]C=O)SC
LogP,Modify the molecule Cc1[nH]c(C(F)F)cc(=O)c1F to decrease its LogP value.,O=C(Nc1ccc(S(=O)(=O)[O-])cc1)Nc1cc(C(=O)[OH])c[nH]c1=O
MR,Modify the molecule CCC(=O)CCCOc1ccccc1Cl to have a higher MR value.,CCC(=O)CCCOc1ccccc1S
QED,Modify the molecule CC1CC(C)C(C(=O)Nc2ccc3c(c2)nc2n3CCCCC2)O1 to decrease its QED value.,CC1CC(C)(c2ccc3c(c2)nc2n3CCCCC2)O1
LogP,Optimize the molecule O=C(Nc1ccc(S(=O)(=O)[O-])cc1)Nc1cc(Br)c[nH]c1=O to have a lower LogP value.,O=C(Nc1ccc(S(=O)(=O)[O-])cc1)Nc1cc(C(=O)[OH])c[nH]c1=O
MR,Modify the molecule Cc1c(NC(=O)COC(=O)CCCC(=O)Nc2ccc(Oc3ccc(Br)cc3)cc2)ccc(Br)c1Cl to have a higher MR value.,O=C(CCCC(=O)OCC(=O)Nc1ccc(Br)c(Cl)c1CO)Nc1ccc(Oc2ccc(Br)cc2)cc1
QED,Modify the molecule O=C(N=Cc1ccsc1)OCc1ccccc1 to decrease its QED value.,COC(=O)N=Cc1ccsc1
LogP,Optimize the molecule CCC(CO)(CO)CN1C(=O)NCC1C to have a higher LogP value.,CCC(C)(CO)CN1C(=O)NCC1C
MR,Please optimize the molecule Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(S(=O)(=O)Nc3ccc(C)c(C)c3)cc2)c2cc(Cl)ccc2Cl)cc1 to have a lower MR value.,Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(S(=O)(=O)c3ccc(C)c(C)c3)cc2)c2cc(Cl)ccc2Cl)cc1
QED,Please optimize the molecule C[NH+]1CC2(CCN(C(=[NH2+])C3CC3)C2)C1 to have a higher QED value.,C[NH+]1CC2(CCN(CC3CC3)C2)C1
LogP,Modify the molecule COC1CC(Nc2cnn(CC(F)(F)F)c(=O)c2Br)C1 to decrease its LogP value.,CCC(CNC(NC(C)C)=[NH+]C)Oc1ccccc1C#N
MR,Please optimize the molecule O=C([O-])C1OCN([O-])C1c1ccccc1 to have a lower MR value.,CC(=O)Nc1cccc2c1CCN(c1ccnc(C3CC3)n1)C2N
QED,Please modify the molecule CCOc1cc(Sc2nnc(-c3ccccc3C)o2)ccc1[N+](=O)[O-] to increase its QED value.,CCO[SH](c1nnc(-c2ccccc2C)o1)[N+](=O)[O-]
LogP,Please optimize the molecule CCC(CNC(NC(C)C)=[NH+]C)Oc1ccccc1F to have a lower LogP value.,CCC(CNC(NC(C)C)=[NH+]C)Oc1ccccc1C#N
MR,Please optimize the molecule CC(=O)Nc1cccc2c1CCN(c1ccnc(C3CC3)n1)C2 to have a higher MR value.,Cc1cccn2c(=O)cc(COc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)nc12
QED,Please optimize the molecule CCC[NH+](CCO)CC(N)=O to have a higher QED value.,CCC[NH+](CCS)CC(N)=O
LogP,Please modify the molecule Cc1cc(-c2ccc(-c3c(C)nc(-c4cccc(F)c4OCc4ccccc4)n(CCc4ccccc4)c3=O)s2)on1 to increase its LogP value.,Cc1cc(-c2ccc(-c3c(C)nc(-c4cccc(S)c4OCc4ccccc4)n(CCc4ccccc4)c3=O)s2)on1
MR,Modify the molecule Cc1cccn2c(=O)cc(COc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)nc12 to decrease its MR value.,Cc1cccn2c(=O)cc(COc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)nc12
QED,Modify the molecule COc1ccc(C(C)[NH2+]C(CO)c2ccco2)c(Br)c1 to decrease its QED value.,Nc1cc(C(=O)Nc2ccc(NO)c(Cl)c2)ccc1[N+](=O)[O-]
LogP,Please modify the molecule Cc1ccc(N2C(=O)C(Cl)C2c2cc3ccccc3[nH]c2=S)cc1 to decrease its LogP value.,Cc1ccc(N2C(=O)CC2c2cc3ccccc3[nH]c2=S)cc1
MR,Modify the molecule CN(Cc1cnc2ccccc2c1)C(=O)c1cccc(F)c1 to have a higher MR value.,CN(Cc1cnc2ccccc2c1)C(=O)c1cccc(C(=O)[OH])c1
QED,Modify the molecule Nc1cc(C(=O)Nc2ccc(F)c(Cl)c2)ccc1[N+](=O)[O-] to have a lower QED value.,COCC(C)(C)[NH2+]C(O)c1ccc2cc[nH]c2c1
LogP,Modify the molecule O=C(COC(=O)Cc1ccc(S(=O)(=O)N2CCOCC2)s1)Nc1ncc([N+](=O)[O-])s1 to have a higher LogP value.,O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)Oc1ncc([N+](=O)[O-])s1
MR,Modify the molecule CC(C)Oc1ccc(C2CN(C(=O)C3CC[NH2+]CC3)CC[NH+]2C)cc1 to have a lower MR value.,CC(C)OC1CN(C(=O)C2CC[NH2+]CC2)CC[NH+]1C
QED,Modify the molecule COCC(C)(C)[NH2+]Cc1ccc2cc[nH]c2c1 to decrease its QED value.,COCC(C)(C)[NH2+]C(O)c1ccc2cc[nH]c2c1
LogP,Optimize the molecule CC1(C)c2ccccc2-c2ccc(-c3cccc(N(C4=C5CC(=CC=C4)C(c4ccccc4)(c4ccccc4)c4ccccc45)c4cccc(-c5ccccc5)c4)c3)cc21 to have a lower LogP value.,CC1(C)c2ccccc2-c2ccc(-c3cccc(N(C4=C5CC(=CC=C4)C(c4ccccc4)c4ccccc45)c4cccc(-c5ccccc5)c4)c3)cc21
MR,Please optimize the molecule O=C(Nc1cccnc1C1CC[NH2+]C1)c1ccc(Cl)cc1 to have a higher MR value.,O=C(Nc1cccnc1C1CC[NH2+]C1)c1ccc(S)cc1
QED,Optimize the molecule Clc1cccc(Br)c1NC1=[NH+]C2CCC(C2)N1 to have a lower QED value.,Clc1ccccc1NC1=[NH+]C2CCC(C2)N1
LogP,Modify the molecule CCCSP(=O)(OCC)OCCC=C(F)F to have a lower LogP value.,CCCSP(=O)(OCC)OCCC(O)=C(F)F
MR,Please optimize the molecule CCCCCCCCCCCCCCCCCCC1CCCCC1(O)CCCCCCCCCCCCCCCCCC to have a higher MR value.,CC(=O)C1(CCCCCCCCCCCCCCCCCC)CCCCC1CCCCCCCCCCCCCCCCCC
QED,Please modify the molecule Cc1nc2ccccc2nc1NCC(C)(O)CCC(C)C to increase its QED value.,Cc1nc2ccccc2nc1CC(C)(O)CCC(C)C
LogP,Optimize the molecule COCCCN1C(=O)C(=O)C(=C([O-])c2ccc(S(=O)(=O)N(C)C)cc2)C1c1cccc(Br)c1 to have a lower LogP value.,COCCCN1C(=O)C(=O)C(=C([O-])c2ccc(S(=O)(=O)N(C)C)cc2)C1c1cccc(C(=O)[OH])c1
MR,Modify the molecule COc1ccc(-c2nc(C3CCN(C(=O)N(C)O)CC3)oc2-c2ccc(F)cc2)cc1 to have a higher MR value.,CS(=O)(=O)c1cccc(N2Cc3ccccc3C([NH3+])C2=O)c1F
QED,Please optimize the molecule CCc1ccc(-n2c(C)cc(C=C(C#N)c3cccc(Br)c3)c2C)cc1 to have a higher QED value.,CCc1ccc(-n2c(C)cc(C=C(Br)C#N)c2C)cc1
LogP,Optimize the molecule CCC(Br)c1nnc(Cc2ccccc2)o1 to have a lower LogP value.,Cn1ncc(NCC2(c3cccc(NO)c3)CCOCC2)c(Br)c1=O
MR,Please modify the molecule CS(=O)(=O)c1c(-c2ccccc2)ccc(N2Cc3ccccc3C([NH3+])C2=O)c1F to decrease its MR value.,CS(=O)(=O)c1cccc(N2Cc3ccccc3C([NH3+])C2=O)c1F
QED,Please optimize the molecule COCC1CCC[NH+](Cc2ccc(C[NH3+])cc2Br)C1 to have a lower QED value.,CC(=O)c1cc(C[NH3+])ccc1C[NH+]1CCCC(COC)C1
LogP,Please optimize the molecule Cn1ncc(NCC2(c3cccc(Cl)c3)CCOCC2)c(Br)c1=O to have a lower LogP value.,Cn1ncc(NCC2(c3cccc(NO)c3)CCOCC2)c(Br)c1=O
MR,Please modify the molecule N#Cc1cccc(CC(=Cc2ccccc2)N2CCCC2=O)c1 to increase its MR value.,CC(C)c1nc2scc(C(C)(C)C)n2c1N
QED,Optimize the molecule CCOc1ccccc1C(=O)N1CC(S(=O)(=O)CC)C1 to have a lower QED value.,C=CCc1cc(C=C(C#N)C(=O)Nc2ccccc2)cc(OCC)c1OCCl
LogP,Optimize the molecule COc1ccc(N)cc1N(CCO)CCO to have a higher LogP value.,COc1ccccc1N(CCO)CCO
MR,Modify the molecule CC(C)c1nc2scc(-c3ccc(C(C)(C)C)cc3)n2c1N to have a lower MR value.,CC(C)c1nc2scc(C(C)(C)C)n2c1N
QED,Optimize the molecule C=CCc1cc(C=C(C#N)C(=O)Nc2ccccc2)cc(OCC)c1OCc1ccccc1Cl to have a higher QED value.,C=CCOCCCCCCO
LogP,Please optimize the molecule O=C(Nc1ccccc1)NC1C2CC(C2)C1I to have a lower LogP value.,NC1(I)C2CC(C2)C1NC(=O)Nc1ccccc1
MR,Modify the molecule Cc1nnc(NCc2nc(C(=O)[O-])cs2)c2ccccc12 to decrease its MR value.,CC1CC(=O)C(C(=O)c2ccc(S(C)(=O)=O)cc2C#N)=C(SC#N)C1
QED,Modify the molecule C=Cc1ccc(COCCCCCCO)cc1 to have a lower QED value.,C=CCOCCCCCCO
LogP,Optimize the molecule CCOCC(O)C[NH+](C)Cc1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3 to have a lower LogP value.,CC1CCc2c(sc3nc(C[NH+](C)CC(O)COCCS)[nH]c(=O)c23)C1
MR,Modify the molecule CC1CC(=O)C(C(=O)c2ccc(S(C)(=O)=O)cc2Cl)=C(SC#N)C1 to decrease its MR value.,CC1CC(=O)C(C(=O)c2ccc(S(C)(=O)=O)cc2C#N)=C(SC#N)C1
QED,Please modify the molecule Cc1cc(C)c(NC(=O)c2ccc(NC3=C(Cl)C(=O)N(c4ccc(C(=O)OC(C)C)cc4)C3=O)cc2)c(C)c1 to increase its QED value.,CC(C)(C)c1cc2c(-c3ccc(S(=O)(=O)C4CCS(=O)(=O)CC4)cn3)ccnc2[nH]1
LogP,Modify the molecule Cc1ccc2c(Br)cc(C)c(C)c2c1C to have a lower LogP value.,Cc1ccc2c(O)cc(C)c(C)c2c1C
MR,Modify the molecule CCC[NH2+]C1CCCCCC1Sc1ccccn1 to have a higher MR value.,CCC(N)[NH2+]C1CCCCCC1Sc1ccccn1
QED,Modify the molecule CC(C)(C)c1cc2c(-c3ccc(S(=O)(=O)NC4CCS(=O)(=O)CC4)cn3)ccnc2[nH]1 to increase its QED value.,CC(C)(C)c1cc2c(-c3ccc(S(=O)(=O)C4CCS(=O)(=O)CC4)cn3)ccnc2[nH]1
LogP,Modify the molecule COc1cnc(-c2cccc(C(F)(F)F)c2Cl)[nH]c1=O to have a lower LogP value.,COc1cnc(-c2cccc(C(F)(F)NO)c2Cl)[nH]c1=O
MR,Modify the molecule COc1cc(CNC(=O)CCNC(=O)C23CC4CC(CC(C4)C2)C3)cc(OC)c1OC to increase its MR value.,COc1cc(CNC(=O)CCNC(=O)C23CC4CC(CC(C4)C2)C3)cc(OCN)c1OC
QED,Optimize the molecule Cc1cc(C=CC(=O)OCC(=O)NCCN2C(=O)CSC2=S)c(C)n1C1CC1 to have a higher QED value.,Cc1cc(C=CC(=O)OCCN2C(=O)CSC2=S)c(C)n1C1CC1
LogP,Modify the molecule N#CCCc1ccc([S-])cc1C=CC(=O)[O-] to have a higher LogP value.,C[NH2+]C(C)C(=O)NC(C(=O)N1CC(NC(=O)c2ccc(NC(=O)CC([NH3+])C(=O)N3C[Si](C)(C)CC3C(=O)NC3CCCc4ccccc43)cc2)CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C
MR,Modify the molecule CCS(=O)(=O)c1ccccc1C(=O)NNC(=O)c1ccc(Cl)cc1 to decrease its MR value.,CCS(=O)(=O)c1ccccc1C(=O)NNC(=O)c1ccc(O)cc1
QED,Please modify the molecule CCC[NH+]=C(N)Nc1cnc2ccccc2c1 to increase its QED value.,CCC[NH+]=C(N)c1cnc2ccccc2c1
LogP,Modify the molecule C[NH2+]C(C)C(=O)NC(C(=O)N1CC(NC(=O)c2ccc(NC(=O)c3ccc(CC([NH3+])C(=O)N4C[Si](C)(C)CC4C(=O)NC4CCCc5ccccc54)cc3)cc2)CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C to have a lower LogP value.,C[NH2+]C(C)C(=O)NC(C(=O)N1CC(NC(=O)c2ccc(NC(=O)CC([NH3+])C(=O)N3C[Si](C)(C)CC3C(=O)NC3CCCc4ccccc43)cc2)CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C
MR,Optimize the molecule Cc1cnc(CNC(=S)NC2CC2)cn1 to have a lower MR value.,C=C(Br)C(=O)Nc1n[nH]c(C(=O)Nc2c[nH]c(C(=O)Nc3c[nH]c(C(=O)NCC[NH+]=C(N)N)c3C)c2C)c1CO
QED,Modify the molecule Cc1cc(C(=O)N2CCN(c3ccc4c(=O)n(CC(F)F)cnc4c3)CC2)n[nH]1 to increase its QED value.,CC(O)(NC(=O)c1cn(-c2ccccc2)nn1)c1cnccn1
LogP,Modify the molecule CCN(CC1[NH2+]CCCC1(C)C)CC(F)(F)F to have a lower LogP value.,CCN(CC1[NH2+]CCCC1(C)C)CC(F)(F)C#N
MR,Modify the molecule C=C(Br)C(=O)Nc1n[nH]c(C(=O)Nc2c[nH]c(C(=O)Nc3c[nH]c(C(=O)NCC[NH+]=C(N)N)c3C)c2C)c1C to have a higher MR value.,O=C(N=Nc1c(O)[nH]c2c(S)cccc12)C1COc2ccccc2O1
QED,Please modify the molecule CC(NC(=O)c1cn(-c2ccccc2)nn1)c1cnccn1 to decrease its QED value.,CC(O)(NC(=O)c1cn(-c2ccccc2)nn1)c1cnccn1
LogP,Please optimize the molecule COc1ccc(OC)c(C=Nc2sc3c(c2C(=O)Nc2ccccc2C)CCC(C(C)(C)C)C3)c1 to have a lower LogP value.,CNC(=O)c1c(N=Cc2cc(OC)ccc2OC)sc2c1CCC(C(C)(C)C)C2
MR,Please optimize the molecule O=C(N=Nc1c(O)[nH]c2c(Br)cccc12)C1COc2ccccc2O1 to have a lower MR value.,CCC(C(=O)NC)N(Cc1ccc(C)cc1)C(=O)CSc1ccc(S)cc1
QED,Please modify the molecule CCOc1cc(C=NNC(=O)CC(=O)Nc2cccc(OC)c2)cc(Br)c1OCc1ccccc1C#N to increase its QED value.,CCOc1cc(C=NNC(=O)CC(=O)Nc2cccc(OC)c2)ccc1OCc1ccccc1C#N
LogP,Optimize the molecule CC(NC(=O)C1C=CC2=C([NH2+]1)N(C(=O)Nc1nccs1)C1CC[NH+]2C1)C(F)(F)F to have a lower LogP value.,CC(NC(=O)C1C=CC2=C([NH2+]1)N(C(=O)Nc1nccs1)C1CC[NH+]2C1)C(O)(F)F
MR,Please optimize the molecule CCC(C(=O)NC)N(Cc1ccc(C)cc1)C(=O)CSc1ccc(Cl)cc1 to have a higher MR value.,CCC(C(=O)NC)N(Cc1ccc(C)cc1)C(=O)CSc1ccc(S)cc1
QED,Please optimize the molecule Cc1cc2c(NC(C)CC[NH+]3CCN(C)CC3)nccc2o1 to have a higher QED value.,Cc1cc2c(C(C)CC[NH+]3CCN(C)CC3)nccc2o1
LogP,Please optimize the molecule COc1ccccc1C(C)NC(=O)N1CCS(=O)(=O)C2CCCCC21 to have a lower LogP value.,C[NH+]=C(NCC1CC[NH+](Cc2csc(C)n2)CC1)N1CC1c1cnn(C)c1
MR,Optimize the molecule O=C(N1CCN(c2ccccc2)CC1)C1(c2ccccc2)CCN(S(=O)(=O)c2cccc(F)c2)CC1 to have a lower MR value.,O=C(N1CCNCC1)C1(c2ccccc2)CCN(S(=O)(=O)c2cccc(F)c2)CC1
QED,Modify the molecule COc1ccc(C(=O)C2CC3CCC2O3)c(F)c1 to decrease its QED value.,COc1ccc(C(=O)C2CC3CCC2O3)cc1
LogP,Please optimize the molecule C[NH+]=C(NCC1CC[NH+](Cc2csc(C)n2)CC1)N1CCN(c2cnn(C)c2)C(=O)C1 to have a higher LogP value.,C[NH+]=C(NCC1CC[NH+](Cc2csc(C)n2)CC1)N1CC1c1cnn(C)c1
MR,Modify the molecule O=c1ccnc(Nc2ccc[nH]c2=S)[nH]1 to decrease its MR value.,FC(F)COCC[NH2+]CC(S)c1ccc2c(c1)OCO2
QED,Please optimize the molecule C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CCCC1=O)C(C)(C)C)C1(C)CCCCC1)C2(C)C to have a lower QED value.,C=CCNC(=O)C(=O)C(CC=O)(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CCCC1=O)C(C)(C)C)C1(C)CCCCC1)C2(C)C
LogP,Optimize the molecule CCCOc1ccc(N2C(=O)C(O)=C(c3ccc(Cl)cc3)C2c2cccnc2)cc1 to have a lower LogP value.,[C-]#[N+]c1ccc(C(Oc2ccc3c(c2)CCN(C(=O)C(=O)OC)C3)c2ccccc2)cc1
MR,Modify the molecule OC(C[NH2+]CCOCC(F)F)c1ccc2c(c1)OCO2 to increase its MR value.,FC(F)COCC[NH2+]CC(S)c1ccc2c(c1)OCO2
QED,Modify the molecule CCNC(NC1CCN(c2ccc(C)cc2)C1)=[NH+]Cc1cccnc1OC to increase its QED value.,CCC(NC1CCN(c2ccc(C)cc2)C1)=[NH+]Cc1cccnc1OC
LogP,Please optimize the molecule [C-]#[N+]c1ccc(COc2ccc3c(c2)CCN(C(=O)C(=O)OC)C3)cc1 to have a higher LogP value.,Cc1nc2ccc(O)cc2cc1C(=O)NCc1ccccc1S(=O)(=O)N(C)C
MR,Modify the molecule Nc1ncnn2c(C[NH+]3CCCOCC3)cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c12 to increase its MR value.,CC#CC1(O)CC2CCCc3cc(O)ccc3C2(Cc2ccccc2)CC1O
QED,Modify the molecule CCC(C[NH3+])CNc1c(C)cc(C)cc1Cl to have a lower QED value.,COCCNC(=O)CCn1nc(-c2ccc(CO)cc2)ccc1=O
LogP,Optimize the molecule Cc1nc2ccc(Cl)cc2cc1C(=O)NCc1ccccc1S(=O)(=O)N(C)C to have a lower LogP value.,Cc1nc2ccc(O)cc2cc1C(=O)NCc1ccccc1S(=O)(=O)N(C)C
MR,Modify the molecule CC#CC1(O)CCC2(Cc3ccccc3)c3ccc(O)cc3CCCC2C1 to increase its MR value.,CC#CC1(O)CC2CCCc3cc(O)ccc3C2(Cc2ccccc2)CC1O
QED,Modify the molecule COCCNC(=O)CCn1nc(-c2ccc(C)cc2)ccc1=O to decrease its QED value.,COCCNC(=O)CCn1nc(-c2ccc(CO)cc2)ccc1=O
LogP,Modify the molecule O=C([O-])c1occc1C1(Cc2ccn(CCCOc3ccc(C4CCCC4)cc3)c(=O)c2)CCCO1 to have a lower LogP value.,O=C([O-])c1occc1C1(Cc2ccn(CCCOC3CCCC3)c(=O)c2)CCCO1
MR,Please optimize the molecule CCOc1ccc(S(=O)(=O)N(CC(=O)NC(C)c2ccc(C)cc2C)c2ccc(F)cc2)cc1 to have a higher MR value.,CCOc1ccc(S(=O)(=O)N(CC(=O)NC(C)c2ccc(C)cc2C)c2ccc(S)cc2)cc1
QED,Modify the molecule Cc1cc(-n2ccc(N3CCNC3=O)n2)c2c(n1)N(c1ccc(OC(F)(F)F)cc1C)CC2 to have a lower QED value.,COc1cccc(CCC(=O)Nc2cccc(C=O)c2)c1OC
LogP,Modify the molecule CC([NH2+]CCC1CCCO1)c1cccc(CO)c1 to have a lower LogP value.,CC(CO)[NH2+]CCC1CCCO1
MR,Optimize the molecule COc1ccc(CC(=O)NCCCC(=O)Cl)cc1OC to have a higher MR value.,CC(=O)C(=O)CCCNC(=O)Cc1ccc(OC)c(OC)c1
QED,Modify the molecule COc1cccc(CCC(=O)Nc2cccc(C(=O)c3ccccc3)c2)c1OC to have a higher QED value.,COc1cccc(CCC(=O)Nc2cccc(C=O)c2)c1OC
LogP,Modify the molecule CC(C)CCCC1(O)CCC(C)(C)C1 to have a higher LogP value.,CC(C)CCCC1CCC(C)(C)C1
MR,Optimize the molecule CC(CCCc1ccccc1)C(=O)[S-] to have a higher MR value.,CC(CCCc1ccccc1)(C(=O)[S-])c1ccccc1
QED,Optimize the molecule CCCc1ccc(C(=O)Cc2cnccn2)cc1 to have a lower QED value.,CCCC(=O)Cc1cnccn1
LogP,Modify the molecule Cc1noc(CC[NH2+]CC(=O)NC(C)C(C)C)n1 to decrease its LogP value.,Cc1noc(CC[NH2+]CC(=O)NC(C)C(C)CO)n1
MR,Modify the molecule COc1ccc2nc(CN3CC[NH+](CC(=O)Nc4cccc5ccccc45)CC3)[nH]c2c1 to decrease its MR value.,Cc1occc1C(NO)c1ccc2c(c1)OCC(C)CO2
QED,Modify the molecule [NH3+]C(c1ccc(C(F)(F)F)cc1)c1ccc(F)cc1I to increase its QED value.,N#CC(F)(F)c1ccc(C([NH3+])c2ccc(F)cc2I)cc1
LogP,Please optimize the molecule N=c1c2c(ncn1N)Oc1cc(F)cc(F)c1C2c1cccc(N)c1 to have a lower LogP value.,Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccc(NO)c(F)c2)c(C)c1
MR,Optimize the molecule Cc1occc1C(O)c1ccc2c(c1)OCC(C)CO2 to have a higher MR value.,Cc1occc1C(NO)c1ccc2c(c1)OCC(C)CO2
QED,Optimize the molecule CCc1nc(Br)[nH]c1C[NH3+] to have a lower QED value.,CCc1nc(C(=O)[OH])[nH]c1C[NH3+]
LogP,Please modify the molecule Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccc(F)c(F)c2)c(C)c1 to decrease its LogP value.,CCS(=O)c1ccc(Cl)cc1-n1c(=O)[nH]c2c(Cl)c(CN3CC[NH2+]CC3)c(C(F)(F)F)cc2c1=O
MR,Modify the molecule CC(C)c1cc(NC(=O)c2cn(Cc3ccccc3)nc2-c2ccccc2)n[nH]1 to have a lower MR value.,CC(C)c1cc(NC(=O)c2cnn(Cc3ccccc3)c2)n[nH]1
QED,Modify the molecule CC1=C(Cl)C(=NC(=O)c2ccc(C)cc2)C(Cl)=C(C)C1=O to have a higher QED value.,CC(=O)C1=C(C)C(=O)C(C)=C(Cl)C1=NC(=O)c1ccc(C)cc1
LogP,Optimize the molecule CCS(=O)c1ccc(Cl)cc1Nn1c(=O)[nH]c2c(Cl)c(CN3CC[NH2+]CC3)c(C(F)(F)F)cc2c1=O to have a higher LogP value.,O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccc(O)cc1
MR,Modify the molecule Cc1c(N)cc(OC(F)(F)F)cc1Br to have a lower MR value.,Cc1c(N)cc(OC(F)F)cc1Br
QED,Modify the molecule COCCS(=O)(=O)c1ccc(C(=O)N(C)c2ccc(Br)c(C)c2)cc1 to have a lower QED value.,CC(=O)c1ccc(N(C)C(=O)c2ccc(S(=O)(=O)CCOC)cc2)cc1C
LogP,Modify the molecule O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccc(Cl)cc1 to decrease its LogP value.,O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccc(O)cc1
MR,Modify the molecule CCCCOc1cccc(C2=C(O)C(=O)N(c3ccc4ccccc4c3)C2c2ccc(N(CC)CC)cc2)c1 to have a higher MR value.,CCCCOc1cccc(C2=C(O)C(=O)N(c3ccc4ccccc4c3)C2c2ccc(N(CC)CCO)cc2)c1
QED,Modify the molecule O=C(Nc1cccc(Cl)c1)c1ccccc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1 to have a higher QED value.,N#Cc1cccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1
LogP,Please optimize the molecule Cc1nc(SC(C)C(=O)NCc2cccs2)c2c(C)c(C)sc2n1 to have a higher LogP value.,Cc1nc([SH](C)Cc2cccs2)c2c(C)c(C)sc2n1
MR,Please optimize the molecule Fc1ccc(C#CCCOc2ccc(Nc3nc(-c4cccnc4)c(F)s3)cc2C(F)(F)F)cc1 to have a higher MR value.,CC(=O)c1ccc(C#CCCOc2ccc(Nc3nc(-c4cccnc4)c(F)s3)cc2C(F)(F)F)cc1
QED,Modify the molecule COc1ccc(C(c2ccc3ccccc3c2)c2cccc3cccnc23)cc1 to have a higher QED value.,COC(c1ccc2ccccc2c1)c1cccc2cccnc12
LogP,Modify the molecule CC[NH2+]CCOCc1ccc(C(=O)OC)o1 to decrease its LogP value.,CC(C(=O)N(C)CCC#N)[NH+](C)CC(C)(O)Cc1ccccc1
MR,Optimize the molecule COc1ccc(NS(=O)(=O)c2ccc(-c3ccc(C(=O)NN4CCC([NH+](C)C)CC4)cc3C)cc2)cc1N1CC[NH+](C)CC1 to have a lower MR value.,O=c1c2ccccc2nc(SCCO[N+](=O)[O-])n1C1CCCC1
QED,Please modify the molecule Clc1ccc(CNc2ccc(-n3cccn3)nc2)o1 to decrease its QED value.,O=C(O)c1nc(-n2cccn2)ccc1NCc1ccc(Cl)o1
LogP,Modify the molecule CC(C(=O)N(C)CCC#N)[NH+](C)CC(C)(C)O to increase its LogP value.,C[NH2+]CC(CF)c1cccc(O)c1
MR,Optimize the molecule O=c1c2ccccc2nc(SCCOc2cccc([N+](=O)[O-])c2)n1C1CCCC1 to have a lower MR value.,COc1ccc(C[NH2+]Cc2ccc(Cl)cc2)cc1OC
QED,Modify the molecule CSc1c(C)sc2c(C(=O)[O-])cccc12 to have a lower QED value.,CSc1c(C)sc2c(C(=O)[O-])ccc(-c3ccccc3)c12
