SubTask,Instruction,molecule
LogP,Please modify the molecule Cc1ccc(C(=O)Nc2ccc(F)c(F)c2)cc1NC(=O)C1CCCN1C(=O)C1CC[NH+](C(C)C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2C)CC1 to decrease its LogP value.,Cc1ccc(C(=O)Nc2ccc(F)c(F)c2)cc1NC(=O)C1CCCN1C(=O)C1(O)CC[NH+](C(C)C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2C)CC1
MR,Optimize the molecule COc1cccc(-n2nc(Cc3c(Cl)cccc3Cl)c(=O)n(CC([NH3+])c3ccccc3)c2=O)c1F to have a higher MR value.,COc1cccc(-n2nc(Cc3c(Cl)cccc3NO)c(=O)n(CC([NH3+])c3ccccc3)c2=O)c1F
QED,Please modify the molecule CCCCn1c(N)c(N(C(=O)CN(CC#N)C2CC2)C2CCCC2)c(=O)[nH]c1=O to decrease its QED value.,CCCCn1c(N)c(N(C(=O)CN(CO)C2CC2)C2CCCC2)c(=O)[nH]c1=O
AtomNum,"Please generate a molecule with 25 carbon atoms, 3 oxygen atoms, and 1 nitrogen atom.",COCCCOc1cccc(COc2ccc(C[NH2+]C3CC3)c3ccccc23)c1
BondNum,"There is a molecule consisting of 14 single bonds, 4 double bonds, 7 rotatable bonds, and 12 aromatic bonds.",CC(=O)Nc1ccc(C(=O)OCCCCN2C(=O)c3ccccc3C2=O)cc1
FunctionalGroup,The molecule consists of and 3 halo groups.,CCCC1CCCCN1C[B-](F)(F)F
AddComponent,Add a benzene ring to the molecule C[NH+](C)C1(c2ccccc2)CC=C(c2[nH]c3ccccc3c2CCc2ccncc2)CC1.,C[NH+](C)C1(c2ccccc2-c2ccccc2)CC=C(c2[nH]c3ccccc3c2CCc2ccncc2)CC1
SubComponent,Modify the molecule hydroxyl by substituting a OB(O)c1c(F)cc(F)cc1F with a nitrile.,N#CB(O)c1c(F)cc(F)cc1F
DelComponent,Remove a amine from the molecule COc1cc(N)c(NN2C(C)CCCC2C)cc1OC.,COc1cc(N)c(N2C(C)CCCC2C)cc1OC
LogP,Modify the molecule COc1cc(OCC(=O)NCCOc2ccc3ccccc3c2)ccc1[N+](=O)[O-] to decrease its LogP value.,COc1(O[O-])cc(OCC(=O)NCCOc2ccc3ccccc3c2)cc-1
MR,Please optimize the molecule CN(Cc1nccn1C(F)F)C(=O)COc1ccc(Cl)cc1 to have a higher MR value.,CN(Cc1nccn1C(F)C#N)C(=O)COc1ccc(Cl)cc1
QED,Modify the molecule O=[S+]([O-])(NC1CC[NH+](Cc2ccc(-c3ccsc3)cc2)C1)c1cccs1 to increase its QED value.,O=[S+]([O-])(c1cccs1)C1CC[NH+](Cc2ccc(-c3ccsc3)cc2)C1
AtomNum,"Please generate a molecule composed of 24 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 1 sulfur atom.",COc1ccc(-c2nnc(SCc3ccc(C(C)C)cc3)n2CC2CCCO2)cc1
BondNum,"The molecule contains 7 single bonds, 1 double bond, 1 rotatable bond, and 6 aromatic bonds.",CC(C)C1C=Nc2ccccc2C1
FunctionalGroup,"The molecule has 1 benzene ring group, 1 amide group, 1 nitro group, and 1 halo group.",[NH3+]C1CN(C(=O)c2ccc(F)cc2[N+](=O)[O-])C1
AddComponent,Add a benzene ring to the molecule O=C([O-])c1ccc(C(=O)[O-])c(NC(=O)c2ccc(CC(=O)c3ccccc3)cc2)c1.,O=C([O-])c1ccc(C(=O)[O-])c(NC(=O)c2ccc(CC(=O)c3ccccc3)cc2-c2ccccc2)c1
SubComponent,Modify the molecule hydroxyl by substituting a CC1C[NH+](Cc2ccnc(Cl)c2)CC1O with a nitrile.,CC1C[NH+](Cc2ccnc(Cl)c2)CC1C#N
DelComponent,Remove a halo from the molecule COc1ccc(OC)c(NS(=O)(=O)c2ccc(NC(=O)c3cc(NS(=O)(=O)c4ccc(C)cc4)ccc3Cl)cc2)c1.,COc1ccc(OC)c(NS(=O)(=O)c2ccc(NC(=O)c3cccc(NS(=O)(=O)c4ccc(C)cc4)c3)cc2)c1
LogP,Please modify the molecule CCCC(C(=O)OC)C(O)C1CCCCC1 to increase its LogP value.,CCCC(CC1CCCCC1)C(=O)OC
MR,Optimize the molecule N#CC(CN)Cc1cnn2ccoc12 to have a lower MR value.,NCC(Cc1cnn2ccoc12)NO
QED,Modify the molecule CS(=O)(=O)Nc1ccc(C(=O)NCCN2C(=O)SC(=Cc3ccc(F)cc3)C2=O)cc1 to have a lower QED value.,CS(=O)(=O)Nc1ccc(C(=O)NCCN2C(=O)SC(=Cc3ccc(S)cc3)C2=O)cc1
AtomNum,"The molecule is composed of 16 carbon atoms, 2 oxygen atoms, and 5 nitrogen atoms.",CC(C)[NH+]1CCOC(c2noc(C3CCn4cncc4C3)n2)C1
BondNum,"The molecule contains 13 single bonds, 1 double bond, and 4 rotatable bonds.",CCCN1CCCC([NH3+])(CC(N)=O)C1
FunctionalGroup,"There is a molecule consisting of 2 benzene ring groups, and 4 amide groups.",Cc1ccc(NC(=O)CCNC(=O)C2CC[NH+](C(C)C(=O)Nc3ccccc3C(N)=O)CC2)c(C)c1
AddComponent,Add a amine to the molecule COC(=O)C(C)C[NH+](Cc1cccc(C(=O)[O-])c1)C1CC1.,COC(=O)C(C)C[NH+](Cc1cccc(C(=O)[O-])c1)C1CC1N
SubComponent,Please substitute a halo in the molecule Nc1ccc(NC(=O)CCOc2ccccc2)c(Br)c1 with a carboxyl.,Nc1ccc(NC(=O)CCOc2ccccc2)c(C(=O)[OH])c1
DelComponent,Modify the molecule amide by removing a Cc1ccc2nc(NC(=O)COC3CCCC(C)C3)sc2c1.,Cc1ccc2nc(OC3CCCC(C)C3)sc2c1
LogP,Please optimize the molecule CCC(CS(=O)c1ccc2ccccc2c1)NC to have a higher LogP value.,CCC(C)CS(=O)c1ccc2ccccc2c1
MR,Please modify the molecule O=C(CN(CC1CCCO1)S(=O)(=O)C=Cc1ccccc1)N(Cc1ccc(F)cc1)Cc1coc2ccccc2c1=O to increase its MR value.,CC(=O)c1ccc(CN(Cc2coc3ccccc3c2=O)C(=O)CN(CC2CCCO2)S(=O)(=O)C=Cc2ccccc2)cc1
QED,Optimize the molecule CCCCCCCCCCCCCCCCn1cccc1C=O to have a higher QED value.,CCCCCCCCC(O)CCCCCCCn1cccc1C=O
AtomNum,"The molecule contains 14 carbon atoms, 2 oxygen atoms, and 3 nitrogen atoms.",CC(=O)N(C)c1ccc(Oc2ccc(C)nn2)cc1
BondNum,"The molecule is composed of 9 single bonds, 2 rotatable bonds, and 11 aromatic bonds.",C[NH+]1Cc2sccc2C(Oc2cccc(F)c2)C1
FunctionalGroup,"There is a molecule consisting of 3 amide groups, and 1 halo group.",O=C(CC1NC(=O)c2ccccc2NC1=O)NCCn1ccc2cc(Br)ccc21
AddComponent,Please add a aldehyde to the molecule CC(C)(C)c1ccc(-c2nnc(-c3ccc(Oc4ccc(N(c5ccc(Oc6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)c5ccc(Oc6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)cc4)cc3)o2)cc1.,CC(C)(C)c1ccc(-c2nnc(-c3ccc(Oc4ccc(N(c5ccc(Oc6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)c5ccc(Oc6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)c(CC=O)c6)cc5)cc4)cc3)o2)cc1
SubComponent,Modify the molecule hydroxyl by substituting a Cc1cscc1C(=O)NCc1cccc(CO)c1 with a nitro.,Cc1cscc1C(=O)NCc1cccc(CNO)c1
DelComponent,Remove a hydroxyl from the molecule NS(=O)(=O)OCC1CC(Nc2cc(NC3CCc4ccccc43)nc(=O)[nH]2)CC1O.,NS(=O)(=O)OCC1CCC(Nc2cc(NC3CCc4ccccc43)nc(=O)[nH]2)C1
LogP,Modify the molecule O=[N+]([O-])c1cccnc1NN=Cc1ccc2c(ccn2Cc2cccc(F)c2)c1 to have a lower LogP value.,N#Cc1cccc(Cn2ccc3cc(C=NNc4ncccc4[N+](=O)[O-])ccc32)c1
MR,Modify the molecule CCC1(C#N)CCS(=O)(=O)CC1O to have a higher MR value.,CCC1(S)CCS(=O)(=O)CC1O
QED,Please modify the molecule COc1cc(OC)c(C=C2C(=O)c3ccccc3C2=O)cc1Cl to decrease its QED value.,COc1cc(OC)c(C=C2C(=O)c3ccccc3C2=O)cc1S
AtomNum,"The molecule is composed of 12 carbon atoms, 5 oxygen atoms, and 2 nitrogen atoms.",COC(=O)C(C[NH+]1CC(OC)C(OC)C1)NC(C)=O
BondNum,"The molecule is composed of 21 single bonds, 1 double bond, 9 rotatable bonds, and 23 aromatic bonds.",CC1(C(=O)NCC2CC2)COC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NCc4ccccn4)n3)[nH]2)OC1
FunctionalGroup,"The molecule is composed of 1 benzene ring group, and 2 nitro groups.",O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c(-c3ccccc3)cc2c1
AddComponent,Please add a benzene ring to the molecule CS(=O)(=O)c1ccccc1[NH+]=C(N)N1CCCc2ccccc21.,CS(=O)(=O)c1cccc(-c2ccccc2)c1[NH+]=C(N)N1CCCc2ccccc21
SubComponent,Substitute a halo in the molecule CC(C)(C)C(=O)N1CC2(CC[NH+](Cc3ccccc3-c3ccccc3)CC2)c2cc(F)ccc21 with a carboxyl.,CC(C)(C)C(=O)N1CC2(CC[NH+](Cc3ccccc3-c3ccccc3)CC2)c2cc(C(=O)[OH])ccc21
DelComponent,Modify the molecule halo by removing a C=CC1CC1(CC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(Cl)c(OCC[NH+]4CCOCC4)ccc23)C2CCC(C(C)(C)OC)C(=O)N12)C(=O)NS(=O)(=O)C1CC1.,C=CC1CC1(CC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3cc(OCC[NH+]4CCOCC4)ccc23)C2CCC(C(C)(C)OC)C(=O)N12)C(=O)NS(=O)(=O)C1CC1
LogP,Modify the molecule COC1(C(=O)Nc2cccc(-c3nnnn3C)c2)CC[NH2+]CC1 to have a lower LogP value.,COC1(C(=O)Nc2cc(-c3nnnn3C)ccc2O)CC[NH2+]CC1
MR,Modify the molecule CCC(C)Nc1cc(F)cc(C(=O)[O-])c1 to increase its MR value.,CC(CCO)Nc1cc(F)cc(C(=O)[O-])c1
QED,Please optimize the molecule CC(C)C(NC(=O)CSc1nnnn1C1CCCC1)c1nc(-c2ccncc2)no1 to have a higher QED value.,CC(C)C(Sc1nnnn1C1CCCC1)c1nc(-c2ccncc2)no1
AtomNum,"The molecule contains 6 carbon atoms, 1 oxygen atom, 2 nitrogen atoms, and 1 chlorine atom.",N=C(Cl)c1ccc[n+]([O-])c1
BondNum,"The molecule is composed of 13 single bonds, 2 double bonds, 4 rotatable bonds, and 5 aromatic bonds.",CC1COCCC1C(=O)NCc1ccc(C(=O)[O-])o1
FunctionalGroup,"There is a molecule composed of 1 benzene ring group, 1 amine group, 1 halo group, and 1 sulfone group.",COC1CN(S(=O)(=O)c2ccc(C)c(-c3c[nH+]c4c(N)ncnn34)c2)CC1F
AddComponent,Please add a hydroxyl to the molecule O=S(=O)(NC1(c2ccccc2)CCC1)c1cnn2c1OCCC2.,O=S(=O)(NC1(c2ccccc2)CCC1)c1cnn2c1OCCC2O
SubComponent,Substitute a halo in the molecule Cc1ccnc(Cl)c1NC(=O)Cc1ccc(N)cc1 with a nitro.,Cc1ccnc(NO)c1NC(=O)Cc1ccc(N)cc1
DelComponent,Remove a benzene ring from the molecule C[NH2+]CCc1nc2cc(F)ccc2n1Cc1ccccc1.,C[NH2+]CCc1nc2cc(F)ccc2n1C
LogP,Please optimize the molecule CCc1cc(Cn2c(=O)oc3cc(I)ccc32)n(C)n1 to have a lower LogP value.,CC(=O)c1ccc2c(c1)oc(=O)n2Cc1cc(CC)nn1C
MR,Modify the molecule CCC(=O)NC1CCN(c2ccccc2C(=O)N2CCN(C(C)=O)CC2)CC1 to have a lower MR value.,CCC(=O)NC1CCN(c2ccccc2C(=O)N2CCCC2)CC1
QED,Please modify the molecule C[NH2+]CC1CCC([NH3+])C(OC2C([NH3+])CC(NC(=O)N(O)CC[NH3+])C(O)C2OC2OC(CO)C(OC3OC(C[NH3+])C(O)C(O)C3[NH3+])C2O)O1 to increase its QED value.,C[NH2+]CC1CCC([NH3+])C(OC2C([NH3+])CC(NC(=O)N(O)CC[NH3+])C(O)C2OC2OC(CO)C(OC3OC(C[NH3+])C(O)CC3[NH3+])C2O)O1
AtomNum,"There is a molecule composed of 13 carbon atoms, 3 nitrogen atoms, and 1 bromine atom.",Cc1cc(N)nc(-c2cc(C)c(Br)c(C)c2)n1
BondNum,"There is a molecule composed of 15 single bonds, 7 rotatable bonds, and 63 aromatic bonds.",c1ccc(-c2ccc(N(c3ccc(-c4cccc5c4oc4ccccc45)cc3)c3cc(N4c5ccccc5Sc5ccccc54)cc(N4c5ccccc5Sc5ccccc54)c3)cc2)cc1
FunctionalGroup,"The molecule is composed of 1 benzene ring group, and 1 amide group.",CCOCC(=O)N(CC)c1ccc(C[NH3+])cc1
AddComponent,Please add a hydroxyl to the molecule CC1(C)COC(C=C(Nc2ccccc2)c2ccccc2)=N1.,CC1(C)COC(C=C(Nc2ccccc2)c2cccc(O)c2)=N1
SubComponent,Substitute a O=C1NCC2(CN(C(=O)Cc3ccc(Cl)cc3)C2)O1 in the molecule halo with a nitro.,ONc1ccc(CC(=O)N2CC3(CNC(=O)O3)C2)cc1
DelComponent,Please remove a CC(C)c1cccc(Oc2ccc(CBr)cc2[N+](=O)[O-])c1 from the molecule halo.,Cc1ccc(Oc2cccc(C(C)C)c2)c([N+](=O)[O-])c1
LogP,Please optimize the molecule CCC[NH2+]C(CCc1ccsc1)c1cc(C)oc1C to have a lower LogP value.,CCC[NH2+]C(CCc1ccsc1O)c1cc(C)oc1C
MR,Optimize the molecule CC1(C(=O)NS(=O)(=O)c2cccc(F)c2)CCN1C(=O)C1(c2ccccc2)CCCC1 to have a higher MR value.,CC1(C(=O)NS(=O)(=O)c2cccc(F)c2)CCN1C(=O)C1(c2ccccc2)CCC(C(=O)O)C1
QED,Please modify the molecule Cc1nc2sc(C(c3ccc(Br)cc3F)[NH+]3CCCCC3)c(O)n2n1 to increase its QED value.,Cc1nc2sc(C(c3ccc(Br)cc3)[NH+]3CCCCC3)c(O)n2n1
AtomNum,"Please generate a molecule composed of 30 carbon atoms, 6 oxygen atoms, and 4 nitrogen atoms.",Cn1ccnc1-c1ccc2c(C(=O)NC3C(O)OC(CO)C(O)C3O)cn(Cc3ccc4ccccc4c3)c2c1
BondNum,"There is a molecule composed of 7 single bonds, 1 double bond, 2 rotatable bonds, and 16 aromatic bonds.",O=C(Nc1ccc2c(c1)CCN2)c1cnn2ccncc12
FunctionalGroup,There is a molecule with and 1 benzene ring group.,CCCCCCCC[NH2+]C1CCCCC1c1ccccc1
AddComponent,Add a benzene ring to the molecule CCOc1ccc(OCC)c(NC(=O)c2cccc(N)c2)c1.,CCOc1ccc(OC(C)c2ccccc2)cc1NC(=O)c1cccc(N)c1
SubComponent,Please substitute a Cc1ccc(O)cc1C12CC(=O)NC(=O)N(C)CCC1(O)C1C(C[NH+]1CCF)C2 in the molecule halo with a nitrile.,Cc1ccc(O)cc1C12CC(=O)NC(=O)N(C)CCC1(O)C1C(C[NH+]1CCC#N)C2
DelComponent,Remove a CC=Cc1c(N)ncnc1NN from the molecule amine.,CC=Cc1c(N)ncnc1N
LogP,Modify the molecule Cc1cnc(N(C)Cc2ccno2)nc1N(C)C to have a lower LogP value.,Cc1c(N)nc(N(C)Cc2ccno2)nc1N(C)C
MR,Modify the molecule CN(Cc1ccc(O)cc1)C(=O)C1CCC[NH+](Cc2ccccc2)C1 to decrease its MR value.,CN(Cc1ccccc1)C(=O)C1CCC[NH+](Cc2ccccc2)C1
QED,Optimize the molecule CCCCCCCC[NH2+]CCC1([NH2+]C)CCCCC1 to have a lower QED value.,CCCCCCCC[NH2+]CCC1([NH2+]C)CCCC(CC=O)C1
AtomNum,"Please generate a molecule composed of 16 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 2 chlorine atoms.",COc1cccn2c(C(=O)Nc3ccc(Cl)c(Cl)c3)c(C)nc12
BondNum,"Please generate a molecule consisting 15 single bonds, 4 double bonds, 7 rotatable bonds, and 12 aromatic bonds.",CCOC(=O)COc1c(I)cc(C=NN=C2C(=O)Nc3ccccc32)cc1OC
FunctionalGroup,"The molecule consists of 2 benzene ring groups, and 3 amide groups.",Cc1cc(C)cc(C(=O)NCC(=O)Nc2cccc(NC(=O)c3ccco3)c2)c1
AddComponent,Add a hydroxyl to the molecule COCCn1c(C[NH3+])nnc1C1CC([NH3+])C1.,COCCn1c(C[NH3+])nnc1C1CC([NH3+])C1O
SubComponent,Modify the molecule hydroxyl by substituting a CCc1cc(C)cc(C(C)CC)c1O with a nitrile.,CCc1cc(C)cc(C(C)CC)c1C#N
DelComponent,Modify the molecule O=[N+]([O-])c1ccc(NCCO)c(NCc2noc(C3CC3)n2)c1 by removing a benzene ring.,O=[N+]([O-])N(Cc1noc(C2CC2)n1)NCCO
LogP,Modify the molecule CCC1(C(=O)OOc2ccc(Cl)c(F)c2)CCCn2c(-c3ccc(-c4cnc(C)o4)c(OC)c3)nnc21 to have a higher LogP value.,CCC1(C(=O)OOc2ccc(Cl)c(F)c2)CCC(C#N)n2c(-c3ccc(-c4cnc(C)o4)c(OC)c3)nnc21
MR,Modify the molecule CC1C[NH2+]CC(NC(=O)c2ccc(O)c(O)c2)C1 to increase its MR value.,CC(=O)c1ccc(C(=O)NC2C[NH2+]CC(C)C2)cc1O
QED,Modify the molecule [NH3+]C(CC(=O)[O-])NC(=O)c1ccc(N2CCN(C3=[NH+]CCCN3)CC2)c(F)c1 to have a lower QED value.,[NH3+]C(CC(=O)[O-])NC(=O)c1ccc(N2CCN(C3=[NH+]CCCN3)CC2)c(O)c1
AtomNum,"The molecule has 22 carbon atoms, 3 oxygen atoms, 5 nitrogen atoms, and 1 sulfur atom.",COc1ccccc1-c1csc(C2CCN(c3c(C#N)c(=O)n(C)c(=O)n3C)CC2)n1
BondNum,"Please generate a molecule consisting 9 single bonds, 1 double bond, 3 rotatable bonds, and 6 aromatic bonds.",CN(c1ccc(SC(=O)[O-])nc1)[Si](C)(C)C
FunctionalGroup,"The molecule is composed of 1 ester group, and 1 sulfoxide group.",CC(C)OC(=O)CS(=O)C(C)(C)C
AddComponent,Modify the molecule C#CCCCNc1ccnc(Cl)c1[N+](=O)[O-] by adding a hydroxyl.,C#CCCC(O)Nc1ccnc(Cl)c1[N+](=O)[O-]
SubComponent,Please substitute a CCS(=O)(=O)CCCOC(=O)c1c(N)cccc1Cl in the molecule halo with a nitrile.,CCS(=O)(=O)CCCOC(=O)c1c(N)cccc1C#N
DelComponent,Remove a amine from the molecule C[NH+](Cc1cccc2c1NCC2)CC1CCCOC1.,C[NH+](Cc1cccc2c1CC2)CC1CCCOC1
LogP,Please modify the molecule CCC(CC)N(CCBr)c1ccc(C(F)(F)F)cc1F to decrease its LogP value.,CCC(CC)N(CCBr)c1ccc(C(F)F)cc1F
MR,Optimize the molecule CCOC(=O)CC1([NH2+]Cc2ccc(OCC3CC3)cc2)CC1 to have a lower MR value.,CCOC(=O)CC1([NH2+]COCC2CC2)CC1
QED,Modify the molecule CCCn1ncc(OC)c1C(O)c1occc1C to decrease its QED value.,CCCn1ncc(OC)c1C(S)c1occc1C
AtomNum,"The molecule contains 21 carbon atoms, 3 oxygen atoms, 2 nitrogen atoms, 1 sulfur atom, and 2 chlorine atoms.",CN(C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1)C1CCCCC1
BondNum,"There is a molecule with 16 single bonds, 1 double bond, 3 rotatable bonds, and 6 aromatic bonds.",CC(C)(C)NC(=O)OCC(C)(C)c1ncc(C(F)(F)F)cc1Cl
FunctionalGroup,"The molecule has 2 ester groups, and 1 sulfone group.",CC(C)OC(=O)C1C2CC(C1C(=O)OC(C)C)C(S(=O)(=O)[O-])C2
AddComponent,Modify the molecule Cn1nc(-c2ccc(Cl)s2)c(-c2cccs2)c1N by adding a thiol.,Cn1nc(-c2ccc(Cl)s2)c(-c2ccc(S)s2)c1N
SubComponent,Substitute a halo in the molecule Fc1cc(F)c(CN2CC[NH2+]CC2)c2c1CCO2 with a aldehyde.,CC(=O)c1cc(F)c(CN2CC[NH2+]CC2)c2c1CCO2
DelComponent,Please remove a CNC(=O)c1ccccc1C(=O)NCCCn1c(=O)c(C)cn(C2OC(CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3[NH3+])C2O[Si](C)(C)C(C)(C)C)c1=O from the molecule amide.,Cc1cn(C2OC(CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3[NH3+])C2O[Si](C)(C)C(C)(C)C)c(=O)n(CCCNC(=O)c2(C)cccc-2)c1=O
LogP,Please modify the molecule COC(=O)C1c2ccsc2CCN1C(=O)c1ccccc1I to decrease its LogP value.,COC(=O)C1c2ccsc2CCN1C(=O)I
MR,Please optimize the molecule CCCCCCC(CCCCCCCCCCC(=O)C1(O)OC(CO)C(O)C(O)C1[NH3+])Oc1ccc(N=[N+]=[N-])cc1[N+](=O)[O-] to have a higher MR value.,CCCCCCC(CCCCCCCCCCC(=O)C1(O)OC(CO)C(O)C(O)C1[NH3+])Oc1ccc(N=[N+]=[N-])cc1[SH]=O
QED,Please modify the molecule NC(=[NH+]O)c1ccnc(OCc2ccc(Br)cc2)n1 to decrease its QED value.,NC(=[NH+]O)c1ccnc(OCc2ccccc2)n1
AtomNum,"There is a molecule consisting of 27 carbon atoms, 2 sulfur atoms, and 1 boron atom.",Cc1cc(C)c(B(c2ccc(C(C)(C)C)cc2)c2ccc(-c3cccs3)s2)c(C)c1
BondNum,"Please generate a molecule with 18 single bonds, 1 double bond, 3 rotatable bonds, and 6 aromatic bonds.",Cc1c(C)c2c(c(C)c1O)CCC(C)(CC[S+]1C=CCCC1)O2
FunctionalGroup,"The molecule contains 1 benzene ring group, 1 amine group, 1 halo group, and 1 sulfide group.",Cc1[nH]cnc1-c1cc2nccc(Oc3ccc(N)cc3F)c2s1
AddComponent,Add a benzene ring to the molecule Nn1c(C2CC2)nc2cc(F)ccc21.,Nn1c(C2(c3ccccc3)CC2)nc2cc(F)ccc21
SubComponent,Substitute a halo in the molecule CC1CC(C)CC(Oc2ccc(Br)cc2C(C)[NH3+])C1 with a nitro.,CC1CC(C)CC(Oc2ccc(NO)cc2C(C)[NH3+])C1
DelComponent,Modify the molecule halo by removing a Cc1nn(C)c(NC(=O)C(C)[NH3+])c1Br.,Cc1cc(NC(=O)C(C)[NH3+])n(C)n1
LogP,Modify the molecule CCC(C)C(=O)Nc1nnc(CCNC(=O)c2cccc(Br)c2)s1 to increase its LogP value.,CCC(C)C(=O)Nc1nnc(CCNC(=O)c2cc(Br)cc(-c3ccccc3)c2)s1
MR,Please modify the molecule CCOC(=O)C[N+]1=C(CN(C)Cc2ccccc2)N=C2C1C(=O)N(C)C(=O)N2C to decrease its MR value.,CCOC(=O)C[N+]1=C(CN(C)C)N=C2C1C(=O)N(C)C(=O)N2C
QED,Optimize the molecule Cc1cc(=O)n(-c2nc(-c3ccccc3)cc(-c3cccnc3)n2)[nH]1 to have a higher QED value.,Cc1cc(=O)n(-c2nccc(-c3cccnc3)n2)[nH]1
AtomNum,"There is a molecule consisting of 18 carbon atoms, and 1 oxygen atom.",C=C1C(C(C)CCC)CC(C)C2=CC(=O)C=CC12C
BondNum,"Please generate a molecule consisting 35 single bonds, 5 double bonds, 10 rotatable bonds, and 18 aromatic bonds.",Cc1ccc(C(=O)Nc2cccc(F)c2)cc1NC(=O)C[NH+]1CCC(C(=O)N2CCCC2C(=O)Nc2cc(C(=O)NC3CCCCC3)ccc2C)CC1
FunctionalGroup,There is a molecule composed of and 2 benzene ring groups.,O=C(NC1CCN(c2ccccc2)CC1)N(Cc1ccccc1)Cc1ccco1
AddComponent,Modify the molecule Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)C(C)[NH+]3CCC(C(=O)NCCC(=O)Nc4c(C)cc(Br)cc4C)CC3)c2)c(F)c1 by adding a benzene ring.,Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)C(C)[NH+]3CCC(C(=O)NCCC(=O)Nc4c(C)cc(Br)cc4Cc4ccccc4)CC3)c2)c(F)c1
SubComponent,Please substitute a Clc1ccc2c(c1)Oc1c(Cl)c3c(c(Cl)c1=N2)Oc1cc(Cl)ccc1N=3 in the molecule halo with a thiol.,Sc1ccc2c(c1)Oc1c(Cl)c3c(c(Cl)c1=N2)Oc1cc(Cl)ccc1N=3
DelComponent,Remove a halo from the molecule O=C(NC(c1ccccc1)c1ccccc1)c1cccc(OCc2ccccc2Cl)c1.,O=C(NC(c1ccccc1)c1ccccc1)c1cccc(OCc2ccccc2)c1
LogP,Modify the molecule O=C([O-])C1CCN(C(=O)c2ccccc2O)CC1C(=O)[O-] to have a lower LogP value.,O=C([OH])c1ccccc1C(=O)N1CCC(C(=O)[O-])C(C(=O)[O-])C1
MR,Modify the molecule CC(=O)N(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccc(N)cc1 to increase its MR value.,CC(=O)N(C(=O)Nc1cccc(C(F)(F)S)c1)c1ccc(N)cc1
QED,Please optimize the molecule Cc1nc2ccccc2n1CC(=O)N1CCC2(CC1)OCCCC2O to have a lower QED value.,Cc1nc2ccccc2n1CC(=O)N1CCC2(CC1)OCCCC2S
AtomNum,"Please generate a molecule with 13 carbon atoms, 3 oxygen atoms, and 1 nitrogen atom.",CCOCC(=O)NCC1CCOC1C(C)(C)C
BondNum,"The molecule is composed of 12 single bonds, 3 double bonds, 4 rotatable bonds, and 6 aromatic bonds.",O=C(CC1CCCCC1)Nc1ccc(S(=O)(=O)[O-])cc1
FunctionalGroup,Please generate a molecule with and 1 halo group.,CCC(C)[NH+](CC)CC1(CBr)CCCCC1
AddComponent,Please add a carboxyl to the molecule Fc1ccc(OCCON=Cc2cccs2)cc1.,O=C(O)c1cc(F)ccc1OCCON=Cc1cccs1
SubComponent,Modify the molecule halo by substituting a CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(c4cccc(Cl)c4)CC3)cc12 with a carboxyl.,CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(c4cccc(C(=O)[OH])c4)CC3)cc12
DelComponent,Modify the molecule amide by removing a CCn1c(=O)n(CCC(=O)NCC(=O)NCc2ccccc2)c2ccccc21.,CCn1c(=O)n(CCC(=O)NCc2ccccc2)c2ccccc21
LogP,Optimize the molecule CCc1ccc(Cl)c(CC)c1NC(=O)c1ccccc1OC(F)F to have a lower LogP value.,CCc1ccc(S)c(CC)c1NC(=O)c1ccccc1OC(F)F
MR,Please optimize the molecule Cc1nc(NCc2nccs2)ccc1Br to have a lower MR value.,Cc1cccc(NCc2nccs2)n1
QED,Optimize the molecule CCc1c(C)[nH]c(CSC)nc1=S to have a lower QED value.,CSCc1nc(=S)c(C(C)O)c(C)[nH]1
AtomNum,"The molecule is composed of 23 carbon atoms, 4 oxygen atoms, 2 nitrogen atoms, and 1 bromine atom.",C[NH+](C)CCN1C(=O)C(O)=C(C(=O)c2cc3cc(Br)ccc3o2)C1c1ccccc1
